"","X","gender","age","married","employed","educated_in_us","highest_degree","education_years","labor_income"
"12987",12987,1,37,0,"employed",1,"no college",14,0
"12988",12988,1,23,0,"employed",1,"no college",14,15347
"12989",12989,2,17,0,"student",1,"no college",11,0
"12990",12990,1,13,0,NA,0,"no college",0,0
"12991",12991,2,11,0,NA,0,"no college",0,0
"12992",12992,2,10,0,NA,0,"no college",0,0
"12993",12993,2,8,0,NA,0,"no college",0,0
"12994",12994,1,8,0,NA,0,"no college",0,0
"12995",12995,2,6,0,NA,0,"no college",0,0
"12996",12996,1,8,0,NA,0,"no college",0,0
"12997",12997,2,5,0,NA,0,"no college",0,0
"12998",12998,1,15,0,NA,0,"no college",0,0
"12999",12999,2,31,1,"employed",1,"associate",14,0
"13000",13000,2,82,1,"retired",1,"master",17,0
"13001",13001,1,94,1,"retired",1,"master",17,0
"13002",13002,1,68,1,"employed",1,"doctorate",17,0
"13003",13003,2,37,1,"employed",1,"master",17,0
"13004",13004,1,33,0,"employed",1,"bachelor",17,0
"13005",13005,2,9,0,NA,0,"no college",0,0
"13006",13006,1,5,0,NA,0,"no college",0,0
"13007",13007,2,66,1,"retired",1,"master",17,0
"13008",13008,1,39,1,"employed",1,"master",17,0
"13009",13009,1,64,1,"retired",1,"no college",14,0
"13010",13010,2,59,1,"keeping house",1,"no college",11,0
"13011",13011,1,71,1,"employed",1,"bachelor",16,0
"13012",13012,2,69,1,"retired",1,"no college",13,0
"13013",13013,1,50,1,"employed",1,"no college",12,0
"13014",13014,2,12,0,NA,0,"no college",0,0
"13015",13015,2,48,1,"employed",1,"bachelor",17,0
"13016",13016,2,70,0,"retired",1,"no college",12,0
"13017",13017,1,45,1,"employed",1,"associate",14,0
"13018",13018,1,10,0,NA,0,"no college",0,0
"13019",13019,2,7,0,NA,0,"no college",0,0
"13020",13020,2,43,1,"employed",1,"associate",14,0
"13021",13021,2,66,0,"disabled",1,"no college",11,0
"13022",13022,2,60,0,"disabled",1,"no college",14,0
"13023",13023,2,58,0,"employed",1,"no college",11,0
"13024",13024,2,56,0,"retired",1,"no college",10,0
"13025",13025,1,53,1,"retired",1,"no college",13,0
"13026",13026,2,43,0,NA,0,"no college",0,0
"13027",13027,2,39,0,"employed",1,"no college",14,0
"13028",13028,2,36,0,"disabled",1,"no college",9,0
"13029",13029,1,33,0,"employed",1,"no college",15,0
"13030",13030,1,32,0,"unemployed",1,"no college",99,0
"13031",13031,2,33,0,"unemployed",1,"no college",12,0
"13032",13032,2,27,0,"unemployed",1,"no college",10,0
"13033",13033,1,25,1,"employed",1,"no college",12,0
"13034",13034,1,23,0,"student",1,"no college",15,0
"13035",13035,2,23,0,"unemployed",1,"no college",11,0
"13036",13036,1,22,0,"employed",8,"no college",11,13847
"13037",13037,1,20,0,"NA",1,"no college",13,0
"13038",13038,1,16,0,"student",1,"no college",9,0
"13039",13039,2,16,0,"employed",1,"no college",9,1740
"13040",13040,2,15,0,NA,0,"no college",0,0
"13041",13041,1,13,0,NA,0,"no college",0,0
"13042",13042,1,12,0,NA,0,"no college",0,0
"13043",13043,2,12,0,NA,0,"no college",0,0
"13044",13044,2,11,0,NA,0,"no college",0,0
"13045",13045,2,11,0,NA,0,"no college",0,0
"13046",13046,1,11,0,NA,0,"no college",0,0
"13047",13047,2,11,0,NA,0,"no college",0,0
"13048",13048,2,9,0,NA,0,"no college",0,0
"13049",13049,1,8,0,NA,0,"no college",0,0
"13050",13050,1,9,0,NA,0,"no college",0,0
"13051",13051,2,17,0,"student",1,"no college",10,0
"13052",13052,2,7,0,NA,0,"no college",0,0
"13053",13053,2,6,0,NA,0,"no college",0,0
"13054",13054,1,6,0,NA,0,"no college",0,0
"13055",13055,2,7,0,NA,0,"no college",0,0
"13056",13056,1,6,0,NA,0,"no college",0,0
"13057",13057,1,5,0,NA,0,"no college",0,0
"13058",13058,2,5,0,NA,0,"no college",0,0
"13059",13059,2,6,0,NA,0,"no college",0,0
"13060",13060,1,4,0,NA,0,"no college",0,0
"13061",13061,2,1,0,NA,0,"no college",0,0
"13062",13062,2,3,0,NA,0,"no college",0,0
"13063",13063,1,2,0,NA,0,"no college",0,0
"13064",13064,2,3,0,NA,0,"no college",0,0
"13065",13065,2,1,0,NA,0,"no college",0,0
"13066",13066,1,2,0,NA,0,"no college",0,0
"13067",13067,2,2,0,NA,0,"no college",0,0
"13068",13068,2,1,0,NA,0,"no college",0,0
"13069",13069,2,43,0,"employed",1,"no college",12,0
"13070",13070,1,37,0,"employed",1,"no college",11,0
"13071",13071,1,36,0,"employed",1,"associate",14,0
"13072",13072,2,57,0,"disabled",0,"no college",0,0
"13073",13073,2,39,0,"employed",1,"no college",13,0
"13074",13074,2,38,0,"unemployed",1,"no college",12,0
"13075",13075,2,45,0,"employed",1,"no college",14,0
"13076",13076,2,25,1,"student",1,"no college",14,0
"13077",13077,1,49,0,"employed",1,"associate",15,46000
"13078",13078,1,23,0,NA,0,"no college",0,0
"13079",13079,2,22,0,"employed",1,"bachelor",16,0
"13080",13080,2,25,0,NA,0,"no college",0,0
"13081",13081,2,19,0,"unemployed",1,"no college",12,13847
"13082",13082,1,18,0,"unemployed",1,"no college",12,10847
"13083",13083,2,17,0,"NA",1,"no college",11,3000
"13084",13084,2,16,0,"student",1,"no college",10,0
"13085",13085,2,41,1,"unemployed",1,"no college",11,0
"13086",13086,1,18,0,"unemployed",1,"no college",7,0
"13087",13087,2,35,0,"employed",1,"no college",12,0
"13088",13088,2,14,0,NA,0,"no college",0,0
"13089",13089,2,12,0,NA,0,"no college",0,0
"13090",13090,1,14,0,NA,0,"no college",0,0
"13091",13091,2,29,0,"unemployed",1,"no college",11,0
"13092",13092,1,67,0,"disabled",0,"no college",0,0
"13093",13093,2,38,0,"employed",1,"other",13,0
"13094",13094,2,14,0,NA,0,"no college",0,0
"13095",13095,1,7,0,NA,0,"no college",0,0
"13096",13096,2,26,0,"unemployed",1,"no college",13,0
"13097",13097,1,56,0,"retired",9,"no college",99,0
"13098",13098,1,21,0,"unemployed",1,"no college",12,0
"13099",13099,1,20,0,"employed",1,"no college",11,10847
"13100",13100,2,67,0,"retired",0,"no college",0,19760
"13101",13101,1,22,0,"unemployed",1,"no college",10,0
"13102",13102,1,25,1,"employed",9,"no college",99,0
"13103",13103,1,8,0,NA,0,"no college",0,0
"13104",13104,1,27,0,"disabled",1,"no college",99,0
"13105",13105,2,1,0,NA,0,"no college",0,0
"13106",13106,2,25,1,"employed",1,"no college",99,0
"13107",13107,1,1,0,NA,0,"no college",0,0
"13108",13108,2,82,0,"retired",1,"no college",12,0
"13109",13109,2,63,0,"employed",1,"associate",14,0
"13110",13110,2,61,1,"employed",1,"no college",12,0
"13111",13111,1,59,1,"employed",1,"no college",12,0
"13112",13112,1,42,0,"employed",1,"no college",99,7240
"13113",13113,1,44,0,"employed",1,"no college",8,0
"13114",13114,2,39,1,"student",1,"no college",13,0
"13115",13115,2,10,0,NA,0,"no college",0,0
"13116",13116,1,53,1,"employed",1,"no college",12,0
"13117",13117,1,29,1,"furlough",1,"no college",12,0
"13118",13118,2,26,0,"employed",1,"no college",12,0
"13119",13119,2,55,1,"keeping house",1,"no college",12,0
"13120",13120,1,14,0,NA,0,"no college",0,0
"13121",13121,2,37,0,"employed",1,"no college",12,0
"13122",13122,2,17,0,"employed",1,"no college",11,3800
"13123",13123,1,47,1,"employed",1,"no college",11,0
"13124",13124,1,22,0,"employed",1,"no college",12,17720
"13125",13125,2,24,1,"employed",1,"no college",12,0
"13126",13126,1,74,1,"retired",1,"no college",12,0
"13127",13127,2,73,1,"retired",1,"master",17,0
"13128",13128,2,47,0,"employed",1,"bachelor",16,0
"13129",13129,1,45,0,"employed",1,"no college",12,0
"13130",13130,2,73,1,"employed",1,"no college",12,0
"13131",13131,1,78,1,"retired",1,"no college",14,0
"13132",13132,2,83,0,"retired",1,"no college",12,0
"13133",13133,2,58,1,"employed",1,"no college",12,0
"13134",13134,2,57,1,"retired",1,"no college",12,0
"13135",13135,1,53,1,"employed",1,"no college",12,0
"13136",13136,2,49,1,"employed",1,"no college",13,0
"13137",13137,2,40,1,"employed",1,"master",17,0
"13138",13138,2,36,1,"employed",1,"bachelor",16,0
"13139",13139,2,36,1,"keeping house",1,"no college",12,0
"13140",13140,1,32,0,NA,0,"no college",0,0
"13141",13141,1,32,0,"employed",1,"associate",14,0
"13142",13142,2,30,1,"employed",1,"no college",12,0
"13143",13143,2,29,0,"employed",1,"bachelor",16,0
"13144",13144,2,27,1,"keeping house",1,"no college",12,0
"13145",13145,1,26,0,NA,0,"no college",0,0
"13146",13146,1,24,0,NA,0,"no college",0,0
"13147",13147,1,25,1,"employed",1,"no college",14,0
"13148",13148,1,18,0,"student",1,"no college",12,0
"13149",13149,2,17,0,"employed",1,"no college",11,13847
"13150",13150,2,15,0,NA,0,"no college",0,0
"13151",13151,1,17,0,"unemployed",1,"no college",11,0
"13152",13152,1,16,0,NA,0,"no college",0,0
"13153",13153,2,16,0,"employed",1,"no college",9,0
"13154",13154,2,14,0,NA,0,"no college",0,0
"13155",13155,1,13,0,NA,0,"no college",0,0
"13156",13156,1,13,0,NA,0,"no college",0,0
"13157",13157,1,12,0,NA,0,"no college",0,0
"13158",13158,2,13,0,NA,0,"no college",0,0
"13159",13159,2,11,0,NA,0,"no college",0,0
"13160",13160,2,10,0,NA,0,"no college",0,0
"13161",13161,1,10,0,NA,0,"no college",0,0
"13162",13162,1,11,0,NA,0,"no college",0,0
"13163",13163,2,8,0,NA,0,"no college",0,0
"13164",13164,1,9,0,NA,0,"no college",0,0
"13165",13165,2,7,0,NA,0,"no college",0,0
"13166",13166,1,6,0,NA,0,"no college",0,0
"13167",13167,2,6,0,NA,0,"no college",0,0
"13168",13168,1,4,0,NA,0,"no college",0,0
"13169",13169,1,2,0,NA,0,"no college",0,0
"13170",13170,1,4,0,NA,0,"no college",0,0
"13171",13171,1,3,0,NA,0,"no college",0,0
"13172",13172,1,2,0,NA,0,"no college",0,0
"13173",13173,2,1,0,NA,0,"no college",0,0
"13174",13174,1,1,0,NA,0,"no college",0,0
"13175",13175,2,1,0,NA,0,"no college",0,0
"13176",13176,1,62,1,"employed",1,"no college",14,0
"13177",13177,1,49,1,"employed",1,"associate",14,0
"13178",13178,1,41,1,"employed",1,"no college",13,0
"13179",13179,1,38,1,"employed",1,"no college",12,0
"13180",13180,1,37,1,"employed",1,"associate",14,0
"13181",13181,1,36,1,"employed",1,"no college",17,0
"13182",13182,1,60,0,"employed",1,"juris doctorate",17,0
"13183",13183,1,32,0,"employed",1,"associate",14,0
"13184",13184,1,67,1,"retired",1,"doctorate",17,0
"13185",13185,1,29,1,"employed",1,"no college",13,0
"13186",13186,1,28,0,NA,0,"no college",0,40000
"13187",13187,2,7,0,NA,0,"no college",0,0
"13188",13188,2,23,1,"employed",1,"no college",14,0
"13189",13189,1,50,0,"NA",0,"no college",0,15347
"13190",13190,2,44,1,"employed",1,"bachelor",16,0
"13191",13191,2,13,0,NA,0,"no college",0,0
"13192",13192,2,9,0,NA,0,"no college",0,0
"13193",13193,1,28,1,"employed",1,"no college",12,0
"13194",13194,2,49,1,"employed",1,"bachelor",16,0
"13195",13195,2,67,0,"retired",1,"no college",13,0
"13196",13196,2,39,0,"employed",1,"no college",12,0
"13197",13197,1,39,0,"employed",1,"no college",11,0
"13198",13198,2,15,0,NA,0,"no college",0,0
"13199",13199,1,13,0,NA,0,"no college",0,0
"13200",13200,1,1,0,NA,0,"no college",0,0
"13201",13201,2,34,0,"employed",1,"bachelor",16,0
"13202",13202,1,70,1,"employed",1,"associate",14,0
"13203",13203,2,71,1,"retired",1,"no college",12,0
"13204",13204,1,51,0,"employed",1,"no college",14,0
"13205",13205,1,48,1,"employed",1,"no college",12,0
"13206",13206,1,45,1,"employed",1,"associate",14,0
"13207",13207,2,21,0,NA,0,"no college",0,0
"13208",13208,2,18,0,"employed",1,"no college",13,2000
"13209",13209,2,20,0,"employed",1,"associate",15,3500
"13210",13210,2,19,0,"student",1,"associate",14,0
"13211",13211,1,16,0,"employed",1,"no college",10,0
"13212",13212,1,7,0,NA,0,"no college",0,0
"13213",13213,2,49,0,"employed",1,"no college",12,0
"13214",13214,2,42,1,"employed",1,"bachelor",16,0
"13215",13215,2,44,1,"employed",1,"associate",14,0
"13216",13216,2,61,0,"disabled",1,"no college",12,0
"13217",13217,1,42,0,"employed",1,"associate",14,0
"13218",13218,1,40,0,"unemployed",1,"no college",12,5000
"13219",13219,2,37,1,"employed",1,"no college",12,0
"13220",13220,1,19,0,"employed",1,"no college",10,0
"13221",13221,1,16,0,"student",1,"no college",10,0
"13222",13222,2,14,0,NA,0,"no college",0,0
"13223",13223,1,13,0,NA,0,"no college",0,0
"13224",13224,1,13,0,NA,0,"no college",0,0
"13225",13225,1,8,0,NA,0,"no college",0,0
"13226",13226,1,9,0,NA,0,"no college",0,0
"13227",13227,2,6,0,NA,0,"no college",0,0
"13228",13228,2,1,0,NA,0,"no college",0,0
"13229",13229,1,1,0,NA,0,"no college",0,0
"13230",13230,2,40,0,"employed",1,"no college",12,0
"13231",13231,2,22,1,"employed",1,"no college",12,0
"13232",13232,2,39,0,"employed",1,"master",17,0
"13233",13233,2,37,1,"employed",1,"associate",14,0
"13234",13234,1,63,0,"retired",0,"no college",0,10847
"13235",13235,2,63,0,"disabled",0,"no college",0,0
"13236",13236,1,48,0,"unemployed",1,"no college",12,0
"13237",13237,1,41,1,"employed",1,"master",17,0
"13238",13238,2,38,0,"employed",1,"other",16,0
"13239",13239,2,12,0,NA,0,"no college",0,0
"13240",13240,2,7,0,NA,0,"no college",0,0
"13241",13241,1,29,1,"employed",1,"no college",12,0
"13242",13242,2,5,0,NA,0,"no college",0,0
"13243",13243,2,9,0,NA,0,"no college",0,0
"13244",13244,1,66,1,"employed",3,"associate",14,0
"13245",13245,2,62,1,"employed",1,"no college",14,0
"13246",13246,2,16,0,"student",1,"no college",10,0
"13247",13247,1,24,1,"employed",1,"no college",12,0
"13248",13248,1,44,0,"employed",1,"no college",12,70000
"13249",13249,1,18,0,"employed",1,"no college",12,0
"13250",13250,2,76,0,"retired",1,"no college",13,0
"13251",13251,1,53,1,"employed",1,"no college",12,0
"13252",13252,2,60,1,"employed",1,"no college",12,0
"13253",13253,2,82,0,"retired",1,"no college",12,0
"13254",13254,1,59,1,"employed",1,"bachelor",16,0
"13255",13255,1,51,1,"employed",1,"no college",12,0
"13256",13256,2,61,1,"employed",1,"no college",12,0
"13257",13257,2,55,1,"employed",1,"no college",12,0
"13258",13258,2,49,0,"employed",1,"no college",15,0
"13259",13259,2,37,1,"employed",1,"no college",12,0
"13260",13260,2,37,1,"keeping house",1,"no college",12,0
"13261",13261,1,32,1,"employed",1,"no college",13,0
"13262",13262,2,31,1,"employed",1,"associate",17,0
"13263",13263,2,28,1,"employed",1,"bachelor",16,0
"13264",13264,2,21,0,"student",0,"no college",0,0
"13265",13265,1,18,0,"employed",1,"no college",12,7063
"13266",13266,1,13,0,NA,0,"no college",0,0
"13267",13267,2,13,0,NA,0,"no college",0,0
"13268",13268,1,2,0,NA,0,"no college",0,0
"13269",13269,2,1,0,NA,0,"no college",0,0
"13270",13270,1,1,0,NA,0,"no college",0,0
"13271",13271,2,1,0,NA,0,"no college",0,0
"13272",13272,1,57,1,"employed",1,"no college",12,0
"13273",13273,2,50,1,"employed",1,"bachelor",16,0
"13274",13274,1,59,1,"employed",1,"no college",15,0
"13275",13275,1,52,0,NA,0,"no college",0,0
"13276",13276,2,54,1,"employed",1,"associate",14,0
"13277",13277,2,28,0,"keeping house",8,"no college",12,0
"13278",13278,1,36,0,"employed",1,"no college",12,40000
"13279",13279,1,37,1,"employed",1,"no college",12,0
"13280",13280,2,24,1,"employed",1,"no college",14,0
"13281",13281,1,29,1,"employed",1,"bachelor",16,0
"13282",13282,1,33,1,"employed",1,"no college",12,0
"13283",13283,1,27,1,"employed",1,"no college",12,0
"13284",13284,2,61,1,"retired",1,"bachelor",17,0
"13285",13285,2,27,0,"employed",1,"bachelor",16,44000
"13286",13286,1,6,0,NA,0,"no college",0,0
"13287",13287,1,62,1,"employed",1,"no college",12,0
"13288",13288,2,60,1,"keeping house",1,"bachelor",16,0
"13289",13289,2,23,0,"unemployed",1,"no college",15,10847
"13290",13290,1,21,0,NA,0,"no college",0,0
"13291",13291,1,73,1,"retired",1,"medical degree",17,0
"13292",13292,1,69,0,"retired",1,"no college",14,0
"13293",13293,2,43,1,"employed",1,"no college",14,0
"13294",13294,1,39,0,"employed",1,"bachelor",16,0
"13295",13295,2,28,0,"employed",1,"master",17,0
"13296",13296,1,13,0,NA,0,"no college",0,0
"13297",13297,2,8,0,NA,0,"no college",0,0
"13298",13298,1,6,0,NA,0,"no college",0,0
"13299",13299,2,39,0,"employed",1,"bachelor",16,70000
"13300",13300,1,46,1,"employed",1,"no college",14,0
"13301",13301,2,71,0,"retired",3,"no college",14,0
"13302",13302,1,49,1,"employed",1,"master",17,0
"13303",13303,1,47,0,"employed",1,"bachelor",16,0
"13304",13304,1,15,0,NA,0,"no college",0,0
"13305",13305,1,10,0,NA,0,"no college",0,0
"13306",13306,2,7,0,NA,0,"no college",0,0
"13307",13307,2,46,1,"keeping house",1,"master",17,0
"13308",13308,2,44,0,NA,0,"no college",0,0
"13309",13309,2,75,0,"retired",1,"no college",12,0
"13310",13310,1,58,0,"employed",1,"no college",12,0
"13311",13311,2,56,0,"disabled",1,"no college",13,0
"13312",13312,2,54,0,"employed",1,"no college",12,0
"13313",13313,2,50,0,"employed",1,"associate",14,0
"13314",13314,2,37,1,"employed",1,"no college",14,0
"13315",13315,1,36,0,"employed",1,"no college",17,0
"13316",13316,1,33,0,"employed",1,"no college",12,0
"13317",13317,1,30,0,"employed",1,"no college",12,0
"13318",13318,1,27,1,"unemployed",1,"no college",13,0
"13319",13319,2,27,0,"employed",1,"refused_answer",14,10847
"13320",13320,2,13,0,NA,0,"no college",0,0
"13321",13321,2,9,0,NA,0,"no college",0,0
"13322",13322,1,9,0,NA,0,"no college",0,0
"13323",13323,2,1,0,NA,0,"no college",0,0
"13324",13324,2,31,0,"employed",1,"no college",12,0
"13325",13325,1,39,1,"employed",1,"associate",14,0
"13326",13326,2,25,1,"employed",1,"no college",99,0
"13327",13327,1,5,0,NA,0,"no college",0,0
"13328",13328,2,39,1,"employed",1,"no college",14,0
"13329",13329,1,35,1,"employed",1,"no college",11,0
"13330",13330,1,74,1,"retired",1,"no college",14,0
"13331",13331,2,75,1,"retired",1,"no college",12,0
"13332",13332,1,48,1,"employed",1,"no college",12,0
"13333",13333,2,47,1,"employed",1,"no college",12,0
"13334",13334,2,34,0,"employed",8,"associate",14,24448
"13335",13335,2,9,0,NA,0,"no college",0,0
"13336",13336,1,49,1,"employed",1,"bachelor",14,0
"13337",13337,2,47,1,"employed",1,"associate",14,0
"13338",13338,2,65,0,"retired",1,"master",17,0
"13339",13339,1,74,1,"retired",1,"bachelor",16,0
"13340",13340,2,74,1,"employed",1,"no college",13,0
"13341",13341,1,42,1,"employed",1,"no college",14,0
"13342",13342,1,28,0,"employed",1,"no college",12,10847
"13343",13343,1,28,0,"employed",8,"no college",12,10847
"13344",13344,2,40,1,"employed",1,"master",17,0
"13345",13345,1,86,0,NA,0,"no college",0,0
"13346",13346,2,87,0,"keeping house",1,"no college",12,0
"13347",13347,1,65,1,"retired",1,"associate",14,0
"13348",13348,1,64,1,"retired",1,"no college",12,0
"13349",13349,1,55,1,"employed",1,"no college",12,0
"13350",13350,1,32,0,"unemployed",1,"no college",12,0
"13351",13351,2,22,0,"employed",1,"bachelor",16,25000
"13352",13352,2,63,1,"retired",1,"no college",12,0
"13353",13353,2,65,1,"employed",1,"no college",13,0
"13354",13354,2,54,1,"employed",1,"bachelor",15,0
"13355",13355,1,67,1,"employed",1,"master",17,0
"13356",13356,2,62,0,"employed",1,"bachelor",16,0
"13357",13357,1,58,1,"employed",1,"master",17,0
"13358",13358,2,40,0,"employed",1,"master",17,0
"13359",13359,1,36,1,"employed",1,"master",17,0
"13360",13360,2,34,1,"employed",1,"master",17,0
"13361",13361,2,33,1,"employed",1,"associate",16,0
"13362",13362,2,30,1,"employed",1,"bachelor",16,0
"13363",13363,2,24,0,"student",1,"no college",17,0
"13364",13364,2,12,0,NA,0,"no college",0,0
"13365",13365,2,12,0,NA,0,"no college",0,0
"13366",13366,1,10,0,NA,0,"no college",0,0
"13367",13367,2,9,0,NA,0,"no college",0,0
"13368",13368,1,6,0,NA,0,"no college",0,0
"13369",13369,2,4,0,NA,0,"no college",0,0
"13370",13370,1,4,0,NA,0,"no college",0,0
"13371",13371,2,2,0,NA,0,"no college",0,0
"13372",13372,2,2,0,NA,0,"no college",0,0
"13373",13373,2,3,0,NA,0,"no college",0,0
"13374",13374,2,65,1,"retired",1,"master",17,0
"13375",13375,2,56,1,"keeping house",1,"bachelor",16,0
"13376",13376,1,66,0,NA,0,"no college",0,0
"13377",13377,2,32,1,"employed",1,"bachelor",16,0
"13378",13378,2,36,1,"employed",1,"master",17,0
"13379",13379,1,35,1,"employed",1,"associate",15,0
"13380",13380,1,42,1,"employed",3,"doctorate",17,0
"13381",13381,1,30,1,"employed",1,"bachelor",17,0
"13382",13382,1,77,0,"retired",0,"no college",0,0
"13383",13383,1,34,1,"employed",1,"no college",12,0
"13384",13384,1,69,0,"employed",1,"master",15,0
"13385",13385,2,69,0,"employed",1,"no college",14,0
"13386",13386,1,48,1,"employed",1,"bachelor",16,0
"13387",13387,2,45,1,"employed",1,"bachelor",16,0
"13388",13388,2,18,0,"student",1,"no college",13,0
"13389",13389,2,15,0,NA,0,"no college",0,0
"13390",13390,1,13,0,NA,0,"no college",0,0
"13391",13391,2,48,1,"employed",1,"bachelor",16,0
"13392",13392,1,46,1,"employed",1,"master",14,0
"13393",13393,2,72,0,"retired",0,"no college",0,0
"13394",13394,1,88,0,"retired",1,"bachelor",17,0
"13395",13395,2,59,1,"disabled",1,"no college",12,0
"13396",13396,2,48,1,"disabled",1,"bachelor",16,0
"13397",13397,1,24,0,"employed",1,"no college",12,0
"13398",13398,2,3,0,NA,0,"no college",0,0
"13399",13399,1,56,1,"employed",1,"no college",12,0
"13400",13400,1,27,0,"unemployed",8,"no college",10,7200
"13401",13401,2,42,0,NA,0,"no college",0,0
"13402",13402,1,9,0,NA,0,"no college",0,0
"13403",13403,2,24,0,"employed",1,"no college",15,27000
"13404",13404,2,52,1,"employed",1,"no college",12,0
"13405",13405,1,60,1,"employed",1,"no college",15,0
"13406",13406,1,10,0,NA,0,"no college",0,0
"13407",13407,2,51,0,"employed",1,"bachelor",16,0
"13408",13408,2,18,0,"employed",1,"no college",12,4512
"13409",13409,2,41,1,"unemployed",1,"bachelor",16,0
"13410",13410,1,65,1,"employed",1,"no college",12,0
"13411",13411,2,44,1,"employed",1,"no college",15,0
"13412",13412,1,8,0,NA,0,"no college",0,0
"13413",13413,2,64,1,"keeping house",1,"master",17,0
"13414",13414,1,43,1,"employed",1,"bachelor",16,0
"13415",13415,1,50,0,"employed",1,"bachelor",16,0
"13416",13416,1,59,1,"employed",1,"bachelor",16,0
"13417",13417,1,13,0,NA,0,"no college",0,0
"13418",13418,2,13,0,NA,0,"no college",0,0
"13419",13419,2,42,0,"employed",1,"no college",14,0
"13420",13420,2,52,1,"employed",2,"no college",12,0
"13421",13421,1,70,1,"retired",1,"no college",12,0
"13422",13422,2,12,0,NA,0,"no college",0,0
"13423",13423,2,64,1,"employed",1,"no college",12,0
"13424",13424,1,42,1,"employed",1,"no college",12,0
"13425",13425,2,40,1,"employed",1,"no college",16,0
"13426",13426,1,75,1,"employed",1,"bachelor",16,0
"13427",13427,2,72,1,"keeping house",1,"no college",12,0
"13428",13428,2,43,1,"employed",1,"no college",14,0
"13429",13429,1,14,0,NA,0,"no college",0,0
"13430",13430,1,11,0,NA,0,"no college",0,0
"13431",13431,2,9,0,NA,0,"no college",0,0
"13432",13432,1,40,1,"employed",1,"bachelor",16,0
"13433",13433,1,94,0,"retired",3,"medical degree",17,0
"13434",13434,2,66,0,"retired",1,"master",17,0
"13435",13435,2,64,0,"employed",1,"juris doctorate",16,0
"13436",13436,2,62,0,"employed",1,"master",16,0
"13437",13437,1,59,0,"unemployed",1,"master",17,0
"13438",13438,2,45,0,"employed",1,"master",16,0
"13439",13439,1,43,1,"employed",1,"master",17,0
"13440",13440,1,22,0,"employed",3,"no college",13,0
"13441",13441,2,11,0,NA,0,"no college",0,0
"13442",13442,1,9,0,NA,0,"no college",0,0
"13443",13443,2,9,0,NA,0,"no college",0,0
"13444",13444,1,9,0,NA,0,"no college",0,0
"13445",13445,1,7,0,NA,0,"no college",0,0
"13446",13446,1,4,0,NA,0,"no college",0,0
"13447",13447,2,42,1,"keeping house",1,"bachelor",16,0
"13448",13448,1,88,0,"retired",1,"no college",12,0
"13449",13449,1,67,1,"employed",1,"master",17,0
"13450",13450,1,58,1,"retired",1,"no college",12,0
"13451",13451,2,70,0,"disabled",1,"no college",8,0
"13452",13452,2,57,1,"disabled",1,"no college",13,0
"13453",13453,1,69,1,"disabled",1,"no college",13,0
"13454",13454,2,89,0,"retired",1,"no college",13,0
"13455",13455,1,61,1,"employed",1,"no college",12,0
"13456",13456,1,56,1,"employed",1,"no college",12,0
"13457",13457,1,30,0,"employed",1,"bachelor",16,0
"13458",13458,2,26,1,"employed",1,"no college",15,0
"13459",13459,2,13,0,NA,0,"no college",0,0
"13460",13460,1,55,0,"employed",0,"no college",0,18000
"13461",13461,2,52,1,"employed",1,"no college",12,0
"13462",13462,1,36,0,"student",1,"no college",13,0
"13463",13463,2,36,1,"employed",1,"bachelor",16,0
"13464",13464,2,57,1,"employed",1,"bachelor",17,0
"13465",13465,2,6,0,NA,0,"no college",0,0
"13466",13466,1,31,1,"employed",1,"no college",14,0
"13467",13467,1,2,0,NA,0,"no college",0,0
"13468",13468,1,40,1,"employed",1,"no college",13,0
"13469",13469,1,89,1,"retired",1,"master",17,0
"13470",13470,2,79,1,"retired",1,"no college",12,0
"13471",13471,1,43,1,"employed",1,"master",17,0
"13472",13472,1,11,0,NA,0,"no college",0,0
"13473",13473,2,36,1,"employed",1,"no college",14,0
"13474",13474,2,40,1,"employed",1,"no college",12,0
"13475",13475,2,43,1,"employed",1,"no college",12,0
"13476",13476,1,21,0,NA,0,"no college",0,0
"13477",13477,2,20,0,"employed",1,"no college",12,18547
"13478",13478,1,11,0,NA,0,"no college",0,0
"13479",13479,2,3,0,NA,0,"no college",0,0
"13480",13480,1,60,1,"retired",1,"no college",12,0
"13481",13481,1,43,1,"employed",1,"bachelor",16,0
"13482",13482,1,90,1,"retired",1,"no college",12,0
"13483",13483,2,87,1,"retired",1,"no college",12,0
"13484",13484,2,68,1,"retired",1,"master",17,0
"13485",13485,2,39,1,"disabled",1,"associate",16,0
"13486",13486,2,37,0,"employed",1,"bachelor",16,0
"13487",13487,2,40,0,"employed",1,"associate",14,0
"13488",13488,2,16,0,"employed",1,"no college",9,0
"13489",13489,2,15,0,NA,0,"no college",0,0
"13490",13490,2,12,0,NA,0,"no college",0,0
"13491",13491,2,12,0,NA,0,"no college",0,0
"13492",13492,2,8,0,NA,0,"no college",0,0
"13493",13493,1,9,0,NA,0,"no college",0,0
"13494",13494,1,6,0,NA,0,"no college",0,0
"13495",13495,1,68,1,"retired",1,"master",17,0
"13496",13496,1,40,1,"employed",1,"no college",12,0
"13497",13497,1,90,1,"retired",1,"no college",12,0
"13498",13498,2,88,1,"retired",1,"no college",12,0
"13499",13499,2,65,0,"employed",1,"associate",14,0
"13500",13500,1,63,1,"retired",1,"no college",13,0
"13501",13501,1,40,1,"employed",1,"no college",14,0
"13502",13502,2,38,1,"employed",1,"master",17,0
